Ngày,Tham chiếu,Mở cửa,Đóng cửa,Cao nhất,Thấp nhất,Thay đổi,% Thay đổi,Khối lượng GD Khớp lệnh,Giá trị GD Khớp lệnh,Khối lượng GD Thỏa thuận,Giá trị GD Thoả thuận,Tổng khối lượng GD,Tổng giá trị GD,Vốn hóa Thị trường
17/07/2020,115.59,115.59,116.81,117.07,114.9,1.22,1.06,38928865,488301284800.0,3488491,28082084400.0,42417356,516383369200.0,190117671124890.0
16/07/2020,115.91,115.92,115.59,116.6,115.1,-0.32,-0.28,31400881,363283987800.0,2396122,23744790400.0,33797003,387028778200.0,189443888109210.0
15/07/2020,116.14,116.14,115.91,117.19,115.75,-0.23,-0.2,29667165,309311489000.0,3820305,52694983800.0,33487470,362006472800.0,190273713056320.0
14/07/2020,115.65,115.65,116.14,116.14,115.04,0.49,0.42,32272041,316505105100.0,3818804,51433844900.0,36090845,367938950000.0,190698900673060.0
13/07/2020,115.66,115.74,115.65,116.74,114.84,-0.01,-0.01,29195906,292051608800.0,4617566,78461647830.0,33813472,370513256630.0,190290131172110.0
10/07/2020,116.16,116.16,115.66,116.67,115.05,-0.5,-0.43,30484831,328176945000.0,6224795,132010630400.0,36709626,460187575400.0,190093496494600.0
09/07/2020,114.37,114.37,116.16,116.23,114.36,1.79,1.57,46286374,414731679300.0,4291225,66285737400.0,50577599,481017416700.0,190650407933280.0
08/07/2020,113.71,113.71,114.37,114.41,112.67,0.66,0.58,25220007,270931155500.0,4709017,69495741000.0,29929024,340426896500.0,187895715029680.0
07/07/2020,113.07,113.08,113.71,114.47,111.76,0.64,0.57,33401474,349337325300.0,3003133,22353707300.0,36404607,371691032600.0,187437750200340.0
06/07/2020,111.55,111.55,113.07,113.27,111.37,1.52,1.36,31247259,333040985000.0,2100407,38035590000.0,33347666,371076575000.0,186793296088400.0
03/07/2020,111.61,111.61,111.55,112.29,111.39,-0.06,-0.05,31477377,334611456300.0,2547611,31346715800.0,34024988,365958172100.0,185188838328800.0
02/07/2020,111.69,111.69,111.61,112.47,111.23,-0.08,-0.07,24023970,224405361300.0,1320778,17349153000.0,25344748,241754514300.0,185101057948770.0
01/07/2020,109.76,109.74,111.69,112.01,108.83,1.93,1.76,33105247,297460231100.0,2802153,33140285600.000004,35907400,330600516700.0,184811451183750.0
30/06/2020,110.32,110.34,109.76,111.83,107.94,-0.56,-0.51,57552636,449010074700.0,4912536,127871891700.0,62465172,576881966400.0,182723961264810.0
29/06/2020,113.45,113.42,110.32,113.42,109.53,-3.13,-2.76,53405130,482762695300.0,6841460,103852708400.0,60246590,586615403700.0,183564648030470.0
26/06/2020,114.07,114.06,113.45,115.32,113.26,-0.62,-0.54,50288838,378777973700.0,6618552,97218278300.0,56907390,475996252000.0,187158580732330.0
25/06/2020,113.7,113.69,114.07,114.07,112.51,0.37,0.33,57783476,422109065100.0,3089039,52470197500.0,60872515,474579262600.0,187798154668140.0
24/06/2020,114.63,114.63,113.7,115.7,113.57,-0.93,-0.81,51814711,529996992600.0,8387593,118923870700.0,60202304,648920863300.0,188186069512430.0
23/06/2020,114.72,114.73,114.63,115.71,114.01,-0.09,-0.08,66879459,593552131800.0,3639327,63165997900.0,70518786,656718129700.0,189248058239840.0
22/06/2020,115.36,115.36,114.72,116.46,114.53,-0.64,-0.55,57426959,511923488800.0,4066379,68337403699.99999,61493338,580260892500.0,188585187872550.0
19/06/2020,112.74,112.74,115.36,115.39,112.74,2.62,2.32,48015798,439844513600.0,4389338,73635136300.0,52405136,513479649900.0,189145881902320.0
18/06/2020,113.27,113.27,112.74,113.29,112.03,-0.53,-0.47,48278656,376436651300.0,5109287,53224434900.0,53387943,429661086200.0,185108476668070.0
17/06/2020,115.49,115.94,113.27,115.96,113.27,-2.22,-1.92,70258860,504750671900.0,582682,7247909200.0,70841542,511998581100.0,185972641838170.0
16/06/2020,113.82,113.82,115.49,116.16,113.82,1.67,1.47,60932793,580678850400.0,1603167,18657585800.0,62535960,599336436200.0,188242516789170.0
15/06/2020,116.91,116.91,113.82,117.46,113.32,-3.09,-2.64,81916109,763232863800.0,6813030,64448031200.0,88729139,827680895000.0,186599259976740.0
12/06/2020,116.06,116.07,116.91,116.96,111.92,0.85,0.73,80381905,723751540400.0,1220452,27531043600.0,81602357,751282584000.0,189439297623150.0
11/06/2020,120.68,120.62,116.06,121.96,116.04,-4.62,-3.83,118261640,1160630372600.0,5887789,55534099900.0,124149429,1216164472500.0,189183132597030.0
10/06/2020,120.13,120.13,120.68,121.06,118.85,0.55,0.46,72813348,746257320400.0,2108176,32679262900.0,74921524,778936583300.0,194308574553280.0
09/06/2020,120.1,120.1,120.13,120.56,118.88,0.03,0.02,79378595,726546577500.0,7578649,90485129300.0,86957244,817031706800.0,193549714352070.0
08/06/2020,118.08,118.14,120.1,120.68,118.14,2.02,1.71,102287647,1006959770700.0,7646908,70925357400.0,109934555,1077885128100.0,193578542073240.0
