Ngày,Tham chiếu,Tổng khối lượng GD,Tổng giá trị GD,Vốn hóa Thị trường,Mở cửa,Đóng cửa,Cao nhất,Thấp nhất,Thay đổi,% Thay đổi,Khối lượng GD Khớp lệnh,Giá trị GD Khớp lệnh,Khối lượng GD Thỏa thuận,Giá trị GD Thoả thuận
16/12/2020,"4,400","3,040",13000000.0,310,"4,400","4,400","4,400","4,200",,,"3,040",13000000.0,-,
15/12/2020,"4,400","2,850",12000000.0,310,"4,250","4,400","4,400","4,130",,,"2,850",12000000.0,-,
14/12/2020,"4,350","1,720",8000000.0,310,"4,300","4,400","4,400","4,300",50,1.15,"1,720",8000000.0,-,
11/12/2020,"4,200","2,010",9000000.0,306,"4,260","4,350","4,350","4,260",150,3.57,"2,010",9000000.0,-,
10/12/2020,"4,350",330,1000000.0,296,"4,350","4,200","4,350","4,200",-150,-3.45,330,1000000.0,-,
09/12/2020,"4,350","7,000",30000000.0,306,"4,350","4,350","4,350","4,350",,,"7,000",30000000.0,-,
08/12/2020,"4,460","2,440",11000000.0,306,"4,400","4,350","4,400","4,350",-110,-2.47,"2,440",11000000.0,-,
07/12/2020,"4,400",30,,314,"4,460","4,460","4,460","4,460",60,1.36,30,,-,
04/12/2020,"4,470",610,3000000.0,310,"4,470","4,400","4,470","4,300",-70,-1.57,610,3000000.0,-,
03/12/2020,"4,400",290,1000000.0,315,"4,400","4,470","4,470","4,400",70,1.59,290,1000000.0,-,
02/12/2020,"4,250","25,360",107000000.0,310,"4,200","4,400","4,400","4,200",150,3.53,"25,360",107000000.0,-,
01/12/2020,"4,400","1,400",6000000.0,299,"4,250","4,250","4,250","4,250",-150,-3.41,"1,400",6000000.0,-,
30/11/2020,"4,400","1,780",8000000.0,310,"4,400","4,400","4,400","4,400",,,"1,780",8000000.0,-,
27/11/2020,"4,190","7,140",30000000.0,310,"4,190","4,400","4,440","4,190",210,5.01,"7,140",30000000.0,-,
